Tenure,Contacts,Gender_Male,Gender_Female,Gender_Nonbinary,Email,MonthlyCharge,Bandwidth_GB_Year,Age
16.01233793,2,1,0,0,9,129.977753,2010.958936,49
60.18407,1,0,1,0,13,149.9707,5173.091219,63
5.562130367,2,0,1,0,10,174.974431,1316.239744,26
63.42204,0,1,0,0,17,160.0122,5566.008454,39
1.671807,1,0,1,0,15,120.0035,514.2333467,61
69.28716,0,0,0,1,11,182.497,6051.573796,61
17.78302494,0,0,1,0,12,175.133074,1970.80666,69
71.99373,0,1,0,0,7,222.6143,6877.221038,79
69.06894,0,0,1,0,11,184.9785,6083.905265,83
5.204853319,1,0,1,0,13,212.622804,1572.045646,54
3.180102025,1,0,0,1,17,210.138,724.7803356,74
60.21411,2,1,0,0,9,159.965,5422.994493,18
67.53219,0,1,0,0,9,184.9634,6411.520424,67
6.910330858,0,0,1,0,12,229.993134,1025.864383,58
61.59036,1,1,0,0,8,207.6094,5441.578168,82
1.424712099,0,0,1,0,15,124.97808,316.7739538,23
52.59552,0,0,1,0,12,149.9447,4997.517022,56
9.026366,1,0,1,0,12,182.49,1146.502548,78
4.415788,0,0,1,0,9,139.9568,655.9249473,51
10.13859,0,1,0,0,9,79.97886,1069.807995,29
71.62561,0,1,0,0,6,182.4433,6814.250407,39
66.66711,2,0,1,0,14,222.6143,6466.569641,38
1.571176,3,1,0,0,11,159.9512,499.02956,39
61.35337,1,0,1,0,9,130.0244,5255.178769,58
67.94385,2,1,0,0,9,232.6415,6182.78427,42
12.61471,1,0,1,0,9,154.9755,2007.430866,62
2.763224,2,1,0,0,15,197.4725,1151.98874,82
50.95377,1,0,1,0,13,255.1665,4953.439647,38
13.08213,2,1,0,0,14,172.4579,1655.992508,18
70.17488,1,1,0,0,14,192.4404,6134.697014,56
63.88777,0,0,1,0,12,162.5299,5580.693234,44
5.186633,0,1,0,0,13,139.9349,1485.319376,48
42.64646,1,1,0,0,6,150.0208,4095.787596,18
1.033067819,0,1,0,0,13,167.456419,538.1168657,33
65.73734,1,1,0,0,16,222.6362,5881.848209,85
59.63287,2,1,0,0,12,202.65,6036.630597,36
68.17457,2,1,0,0,4,149.9598,6219.238034,18
4.044068,1,0,1,0,13,104.9629,694.3512691,54
12.18544178,0,0,1,0,14,232.652038,1991.187997,34
3.098560266,1,1,0,0,10,182.460772,723.0321035,34
20.72068,0,1,0,0,15,92.45514,2235.623805,64
10.36025557,2,1,0,0,10,182.45383,1550.154506,26
8.713385365,0,0,1,0,11,232.641455,1141.532192,85
46.24636,1,1,0,0,12,184.9939,4338.467486,58
71.41919,1,0,1,0,10,204.9634,6430.118112,18
5.622660986,1,0,1,0,12,164.988941,961.5888385,34
63.57829,0,0,1,0,9,187.4673,6092.611808,40
36.28161,0,0,1,0,12,275.1198,3570.28345,86
14.44636,1,1,0,0,16,202.4433,1572.076515,64
61.35418,0,1,0,0,17,140.0049,5351.73548,25
55.47116,1,1,0,0,11,129.9621,5276.996281,61
1.776605,0,1,0,0,10,149.9621,495.3955859,42
71.46108,2,1,0,0,7,190.1737,6391.040605,88
13.59261,1,1,0,0,5,210.1518,1803.186158,75
68.00844,0,1,0,0,11,92.5018,5785.21074,63
1.862828,1,1,0,0,11,192.4404,553.0231321,70
9.84141211,2,0,1,0,10,117.487242,1511.1388,81
55.68371,1,1,0,0,15,127.4887,4929.748542,74
8.333131,1,1,0,0,10,172.4624,1187.710162,23
1.025579,1,1,0,0,10,184.9853,570.4516207,64
18.13802,1,0,1,0,12,172.4624,1791.953298,60
50.26004,0,1,0,0,15,149.9447,4958.675342,52
61.21945,1,1,0,0,9,127.4601,5643.207448,48
65.07074,0,0,1,0,11,225.132,6323.723983,74
14.69261964,0,0,1,0,11,124.960655,1587.826878,89
13.262,1,1,0,0,15,222.6654,1623.298167,85
59.21096,0,0,1,0,12,184.961,5824.726674,19
61.30199,1,1,0,0,6,79.97886,5276.417702,34
71.20279,0,0,1,0,7,162.447,6622.410472,60
9.764790968,0,0,1,0,13,169.992756,891.5354705,70
62.60438,2,1,0,0,17,147.4564,5716.118122,81
40.51042,3,1,0,0,14,174.9768,4109.749539,57
2.184299,0,1,0,0,13,194.9992,701.4431106,41
8.343625652,1,1,0,0,11,162.446995,1515.532948,53
50.84495,0,1,0,0,10,147.4738,4495.259979,28
44.9964,1,1,0,0,11,242.6281,4363.955591,60
62.43504,0,1,0,0,16,92.45514,5681.838688,46
62.08636,1,1,0,0,10,210.1051,6253.824131,39
67.20269,1,1,0,0,14,207.6094,6031.136319,80
13.46565415,0,1,0,0,8,162.452604,1566.001524,52
66.21339,1,0,1,0,14,147.4783,5473.038426,79
11.00328,1,1,0,0,12,179.9794,1207.589721,57
17.08264,0,1,0,0,11,149.9447,2160.951234,48
38.2827,0,0,1,0,12,159.9512,3376.351709,35
6.864219377,0,0,1,0,11,162.497044,1284.691556,54
7.925553778,3,0,1,0,16,154.975543,1460.729298,74
1.019306038,1,1,0,0,8,162.468917,522.4564791,41
4.745801,0,1,0,0,6,194.9663,1236.530575,76
10.52866,2,1,0,0,10,114.9509,1628.925715,23
70.70127,2,0,1,0,12,92.48802,5877.534771,43
5.070551439,2,0,1,0,14,182.460772,781.9302227,59
66.8679,1,1,0,0,16,287.6427,6261.840951,51
2.420905,0,1,0,0,13,222.6281,1585.087297,26
21.26763,3,0,1,0,11,114.9509,2327.656652,25
64.05063,0,0,1,0,11,147.4421,5432.940887,41
56.97688,1,1,0,0,10,192.4705,5154.285324,41
61.52081,0,1,0,0,17,174.9699,5777.025623,80
3.922369,2,0,1,0,11,129.995,564.188439,71
2.840185,2,1,0,0,10,214.9663,915.3457897,19
9.323157168,2,0,1,0,15,172.470522,1486.494353,51
58.7517,2,1,0,0,13,182.49,5317.014241,55
11.85998919,0,0,1,0,5,134.980139,1299.066214,37
59.15773,2,0,0,1,19,230.1051,5305.866478,65
62.76753,1,0,1,0,15,142.4713,5811.165878,58
62.84168,1,0,1,0,17,220.1615,5780.016925,53
11.70988,1,0,1,0,15,142.4713,1569.873827,85
7.481549,1,0,0,1,11,184.9785,1145.212837,49
61.52908,1,0,1,0,11,184.9939,5397.665839,73
71.15704,1,1,0,0,19,187.6094,6743.861668,50
3.613513424,1,1,0,0,11,112.484375,470.682278,80
50.93618,1,1,0,0,11,142.4689,4904.169797,50
10.55294,1,1,0,0,11,169.9741,1119.402193,79
66.82797,1,0,1,0,10,214.9663,5814.514903,80
10.50792,0,1,0,0,7,149.9621,1335.96148,32
51.22671,1,0,1,0,17,104.9643,4610.805566,50
4.973046104,1,0,1,0,13,245.145743,1204.479468,32
68.44883,1,0,1,0,11,149.9621,5897.480679,65
20.44846104,1,1,0,0,6,225.131966,2936.746847,25
8.831489129,0,0,1,0,14,152.502178,1185.69317,34
8.437873,0,1,0,0,6,82.49655,923.1400229,26
19.37622206,0,1,0,0,15,139.934918,2418.099487,43
67.69557,1,0,1,0,8,114.9976,5726.103148,58
5.620998,1,0,1,0,11,139.965,1077.685443,80
70.2982,2,1,0,0,13,172.4567,6442.7758,73
9.626754665,2,0,1,0,7,127.442069,1575.771505,21
63.41268,0,1,0,0,4,159.9476,5848.038669,81
66.45525,1,0,0,1,16,174.9581,6311.188879,32
2.301772,0,0,1,0,4,222.6281,1224.80823,81
71.24628,1,1,0,0,16,182.4538,6211.505298,32
70.49752,1,1,0,0,16,257.6375,7096.494932,29
53.12753,3,1,0,0,13,182.4653,4861.72144,31
67.07059,1,1,0,0,10,194.9699,5852.331432,79
63.03261,0,0,1,0,14,124.9643,5236.791874,28
58.52409,0,0,1,0,11,149.9483,4981.220406,53
9.660168743,2,0,1,0,12,152.462354,1510.790984,60
5.402712746,0,0,1,0,16,137.468388,700.0279564,80
12.24190682,0,1,0,0,17,152.462354,1808.730555,48
71.59439,0,0,1,0,10,127.4887,6018.175438,77
2.734669,1,1,0,0,13,174.9882,1228.5527,60
69.22361,1,0,1,0,15,127.4421,6353.540649,25
44.14519,0,0,1,0,13,172.4567,4343.433357,44
1.794202,2,1,0,0,16,174.9768,917.029715,82
66.09752,3,1,0,0,15,144.9607,5516.527396,65
8.522053,0,1,0,0,14,182.4833,1123.252119,19
51.04299,2,1,0,0,11,257.6549,5322.906337,18
8.525122,1,0,1,0,9,127.4887,889.7590173,65
70.52836,1,0,1,0,15,210.1518,6473.783327,59
47.55305,2,1,0,0,13,169.9447,4217.907706,56
16.12056,1,1,0,0,7,214.9663,1772.729252,80
64.01205,2,0,1,0,10,175.1331,5832.1205,56
59.14016,1,0,1,0,8,137.4836,5508.347828,30
70.70213,1,1,0,0,14,255.1555,6611.742363,80
62.27397,2,1,0,0,9,192.4404,5560.7204,43
68.89551,0,0,1,0,7,152.4798,6083.416035,33
63.44795,0,0,1,0,15,114.9509,5715.521871,74
8.498042024,1,1,0,0,10,192.48852,1239.802036,61
2.339183,1,1,0,0,14,245.1612,941.6039037,58
22.34478,1,0,1,0,14,194.9744,2231.25397,59
11.07800251,0,0,1,0,11,194.988208,1204.745285,87
55.65515,1,0,1,0,8,134.9801,5019.79687,53
59.94097,2,1,0,0,15,124.9781,5143.298984,29
15.54856,0,1,0,0,10,204.9634,1835.681416,28
16.55879,2,0,1,0,12,257.6513,2509.367174,81
19.52917,3,1,0,0,15,222.6281,2768.129883,27
7.18546062,2,1,0,0,14,162.497044,1501.32182,68
7.409027,1,0,1,0,16,127.4738,1280.53691,24
19.26465,1,0,1,0,10,104.9643,2203.565459,23
6.49110882,1,0,1,0,14,129.994975,752.9918959,87
8.659495781,2,0,1,0,14,172.457857,1090.460081,75
70.91142,2,0,1,0,7,179.9476,6100.38844,59
66.34756,1,0,1,0,14,182.49,6033.438284,20
68.59815,1,0,1,0,12,214.9525,5957.424012,56
62.47012,1,0,1,0,14,172.4579,5588.834646,29
65.20587,1,0,1,0,11,149.9598,5718.105902,34
58.20411,1,1,0,0,12,204.9496,5089.309759,77
66.78494,0,0,1,0,13,257.6513,6681.250538,45
14.60426293,2,0,1,0,11,144.960655,1341.412763,64
2.887429547,1,0,1,0,14,192.440432,513.237305,84
63.56455,2,1,0,0,13,245.147,6368.414019,24
62.20392,0,0,1,0,9,174.9768,5936.572086,37
59.94749,0,0,1,0,11,172.4848,5377.225984,29
67.06371,0,0,1,0,11,197.6288,6171.048605,20
60.04073,0,0,1,0,12,159.9512,5174.273895,21
56.45798,0,0,1,0,10,210.138,5380.320825,35
41.18372,1,1,0,0,13,114.9976,3603.27849,68
21.49074,0,0,1,0,13,235.1372,2886.678944,55
7.400769,2,0,1,0,13,220.1149,1553.818731,66
47.83726,0,0,1,0,7,184.9715,4206.817797,67
8.758613325,0,0,1,0,9,144.960655,916.7201648,85
53.5771,0,0,1,0,11,137.4616,4751.270751,44
62.26072,1,1,0,0,11,149.9928,5855.929799,19
12.91213895,2,1,0,0,12,112.455141,1447.711265,30
68.14379,0,0,1,0,8,127.4738,6167.764392,70
22.38582,2,1,0,0,20,157.4836,2149.727449,63
67.34157,2,0,1,0,12,149.9621,5731.345598,88
18.37212028,1,0,1,0,6,204.963371,1924.903884,57
4.026439,2,1,0,0,13,104.9781,967.2708805,69
50.65704,1,0,1,0,6,217.4702,4710.662382,39
4.612442,1,0,1,0,12,235.1591,1114.048401,42
3.407577,1,1,0,0,14,130.0064,879.4853583,54
65.40232,2,0,1,0,9,162.4818,5845.199618,43
20.13119126,0,0,1,0,11,129.962093,2214.953933,88
49.67201,2,0,1,0,15,127.475,4118.129556,84
5.478588204,0,1,0,0,11,162.483267,1209.961168,52
9.724026,1,1,0,0,13,162.4833,1659.460954,21
8.182907,1,0,1,0,13,172.4871,1178.372362,77
66.2177,2,0,1,0,11,204.9634,5974.963224,55
6.280617,1,0,1,0,14,92.45514,1106.403216,60
8.932053699,0,1,0,0,8,167.456419,1197.180331,20
24.69325,0,1,0,0,9,92.45514,2693.549899,33
9.074838,1,1,0,0,16,194.9699,1097.005959,80
2.81822785,1,1,0,0,16,194.969934,785.6266383,28
66.63528,0,0,1,0,12,127.4421,6131.622551,28
54.7075,2,1,0,0,10,114.9509,4974.163846,88
71.51772,0,1,0,0,12,230.1051,6569.215906,43
10.96319721,1,1,0,0,8,95.019486,1270.217581,28
52.79539,0,0,1,0,16,147.4713,4615.447586,31
69.28827,0,1,0,0,9,177.6508,6319.297112,39
5.260996,2,0,0,1,10,129.9778,945.5437173,79
49.65691,2,0,1,0,11,207.6094,4652.060129,29
59.27052,1,0,1,0,13,245.1283,5899.700912,79
15.87685513,0,0,1,0,9,139.979239,1708.614019,34
39.95689,1,1,0,0,10,182.4653,3635.733881,57
14.67731,0,1,0,0,8,152.509,1599.244733,82
65.15989,3,1,0,0,10,172.4742,5575.553256,87
71.23043,1,0,1,0,16,159.983,6059.960875,74
6.999864982,2,1,0,0,13,134.980139,949.785575,19
65.84526,1,0,1,0,14,167.4847,6192.473684,89
62.59338,1,0,1,0,8,177.4945,5942.048606,68
65.68687,2,0,1,0,15,169.9741,5629.354953,75
56.35343,2,0,1,0,10,139.9568,4969.32191,24
7.600934,1,1,0,0,14,235.1372,1696.720466,57
61.78729,1,0,1,0,16,247.6647,6106.678679,68
36.50778,2,1,0,0,13,197.4876,3610.16619,22
54.41951,0,1,0,0,15,149.9621,4950.374878,27
65.66392,1,0,1,0,6,172.4871,5888.414969,30
8.324816,2,1,0,0,8,92.5018,809.618878,89
65.0829,0,1,0,0,17,174.9755,5909.336061,62
21.06329,1,0,1,0,9,127.4958,1932.26875,44
66.92587,1,0,1,0,10,149.9447,6273.352469,25
20.70165955,2,1,0,0,10,225.145743,2926.290256,31
60.5779,1,1,0,0,14,129.9915,5930.097335,39
5.664193,0,0,1,0,11,137.4392,607.6047155,74
49.27373,1,1,0,0,16,149.9483,4444.639718,28
49.7446,1,1,0,0,12,152.4742,4869.487736,62
6.408823,3,0,1,0,12,132.5127,874.6357853,52
7.663625954,0,1,0,0,9,112.484375,927.1279646,42
63.03296,2,1,0,0,15,179.9476,5449.331954,67
7.537243981,1,0,1,0,15,214.966286,1036.324728,65
14.21751959,1,1,0,0,17,277.63748,1906.330177,70
65.80077,0,1,0,0,14,139.965,6236.509405,45
65.36086,0,0,1,0,8,169.9447,5723.066248,37
61.74695,0,0,1,0,6,182.4653,5450.903985,51
16.85088,1,1,0,0,11,134.9509,1661.330631,45
46.8684,2,1,0,0,16,127.4421,4647.988168,21
70.03292,2,1,0,0,14,169.9741,6044.796713,82
9.331730104,1,1,0,0,14,132.466002,1579.887065,62
10.44433,0,0,1,0,15,147.4738,1164.755978,56
11.53977,1,1,0,0,11,182.4676,1453.840704,25
1.650984,0,1,0,0,14,247.6647,1328.483312,65
8.433722,3,0,1,0,14,172.4579,1042.452905,84
13.16047,1,0,1,0,15,104.9923,1175.542116,80
1.849371568,0,1,0,0,19,184.961033,1088.89675,55
16.77025,1,1,0,0,13,147.4564,2045.813243,55
13.0257,1,0,1,0,13,172.4871,1481.549539,68
56.77789,1,1,0,0,19,112.4551,4899.165964,36
5.65315,0,1,0,0,10,104.9643,1070.918591,44
61.30642,2,0,1,0,10,129.9915,5771.251702,43
62.17828,1,0,1,0,7,104.9923,5314.541588,52
2.067992783,1,1,0,0,15,119.95684,988.3956919,22
7.33513,1,0,1,0,12,124.9607,1117.392471,58
16.82081,1,0,1,0,11,147.4421,1559.752741,42
60.45725,0,1,0,0,12,159.9642,5374.519903,45
69.81825,1,1,0,0,12,265.147,6556.237246,72
2.256763731,1,1,0,0,16,152.47417,1043.284658,61
41.94323,0,0,1,0,15,140.0013,4185.58497,36
14.64011644,3,0,1,0,10,255.155493,1925.911722,75
59.11522,0,1,0,0,11,139.9875,5801.742401,29
12.13697,2,0,1,0,11,194.9744,1288.655023,82
42.82228,1,0,1,0,11,137.4686,3860.25038,40
68.41013,1,1,0,0,10,169.9447,5971.515636,33
52.37668,0,0,1,0,12,112.4551,4349.508246,31
12.71183755,1,1,0,0,11,255.133571,2383.673575,24
5.78988794,1,1,0,0,9,194.966286,1503.682743,30
16.60248,1,1,0,0,15,172.4555,1784.783191,54
64.12772,2,0,1,0,13,139.9678,5611.04531,39
45.33017,0,0,1,0,13,139.9568,4102.71703,41
71.73306,0,0,1,0,13,204.961,6396.472998,69
8.052952,2,1,0,0,13,182.4538,910.2691862,79
50.80026,2,0,1,0,8,197.4876,4626.844847,44
62.94995,0,0,1,0,7,139.9979,5461.005526,51
67.71293,1,1,0,0,16,142.5156,5983.810886,68
66.75045,1,1,0,0,15,192.4404,5857.937007,83
41.17585,0,0,1,0,11,134.9801,3561.612414,42
68.63236,3,1,0,0,13,114.9509,6385.814454,43
50.72837,0,0,1,0,15,219.9902,4791.332346,25
62.6237,1,0,1,0,13,210.1051,6174.837293,34
21.08084,0,0,1,0,11,207.4811,2300.741445,33
2.142469,0,0,1,0,11,174.9882,1058.572083,25
63.37764,1,0,1,0,9,262.6106,5836.607029,80
64.33211,1,1,0,0,12,117.4835,5570.146365,73
59.52332,2,1,0,0,7,92.45514,5443.98404,27
10.86326,1,0,1,0,16,194.9699,1265.450999,67
68.82379,1,1,0,0,17,139.9792,6000.114125,64
3.152098,0,1,0,0,8,162.4526,696.7035556,50
57.50491,2,0,1,0,10,142.4526,5434.730554,75
10.34256,1,1,0,0,14,95.01949,1140.676882,52
65.67297,0,0,1,0,9,117.4872,5761.616471,86
51.20818,1,0,1,0,20,172.4705,4888.954667,60
12.16872039,1,1,0,0,10,200.165175,1711.601451,40
8.825774698,2,1,0,0,14,217.483972,1283.000223,70
2.077466,0,1,0,0,12,235.1372,1244.139414,57
71.7533,1,1,0,0,15,149.9598,6087.145624,82
51.21873,1,1,0,0,5,212.6228,5388.100592,45
8.650238791,0,1,0,0,9,137.439154,1090.76661,25
14.96367107,1,1,0,0,9,104.964303,1964.775503,51
9.573255,1,1,0,0,15,169.9741,1194.501468,41
67.92751,1,0,1,0,13,137.4698,6230.059428,33
5.464488,0,0,1,0,16,172.5104,812.928535,47
7.888574,1,1,0,0,10,147.4783,810.3780598,78
66.7449,0,1,0,0,15,152.4579,6382.531232,53
54.97784,0,0,1,0,14,262.6106,5202.253182,26
1.177776,1,1,0,0,13,82.49655,320.9812888,47
63.28674,0,0,1,0,12,139.9349,6024.715109,26
50.09799,1,1,0,0,7,219.9902,4582.182243,78
14.77367,2,0,1,0,13,137.4978,1600.620121,22
66.16845,2,1,0,0,18,210.1051,6376.639792,66
69.30257,2,1,0,0,12,172.4624,6008.369934,67
58.30317,1,0,1,0,11,179.9656,4940.355869,79
24.02275725,0,1,0,0,7,127.481989,2112.65313,54
4.24454,1,1,0,0,10,107.4958,912.2540105,86
11.16076,1,1,0,0,19,124.9607,1663.235204,31
24.26165,1,0,1,0,11,157.4698,2013.177858,83
7.349571,1,1,0,0,17,149.9483,863.2029351,82
58.96627,1,0,1,0,15,134.9509,5046.281771,40
8.681614,2,0,1,0,13,245.1457,1501.794265,34
12.05316,0,1,0,0,7,212.6415,1875.734695,85
15.04337,1,1,0,0,11,265.147,1851.332322,63
49.53164,1,0,0,1,10,184.9647,4275.271246,83
5.63355,3,1,0,0,10,152.509,1005.757327,37
12.39101,1,1,0,0,16,212.6228,2110.283707,65
1.430386349,2,0,1,0,13,200.132293,1259.415493,20
4.082591,1,1,0,0,9,179.9656,787.75587,25
7.565171,3,1,0,0,15,149.9741,1541.0921,30
71.89548,2,1,0,0,10,139.9512,6510.261516,61
17.16447,3,0,1,0,17,245.1283,2519.749676,67
51.67488,3,1,0,0,8,242.6573,5050.700652,30
13.25185,1,0,1,0,9,139.983,1639.020185,62
3.024806192,0,1,0,0,16,137.483594,847.1259509,65
2.284487,1,1,0,0,11,212.6415,1119.209524,81
13.67733,2,0,1,0,8,152.4798,1427.811261,73
17.38432,1,0,0,1,15,174.9744,2140.11456,69
41.71275,2,0,1,0,12,184.9797,4115.795378,88
66.64396,3,0,1,0,12,107.4806,5883.186087,40
13.0035986,0,1,0,0,10,172.487091,1480.891431,82
69.63521,0,0,1,0,13,172.5104,5929.405615,62
9.232644617,1,1,0,0,8,184.967019,1264.760574,80
63.71215,1,0,1,0,12,164.9647,5895.135365,80
10.94068,0,0,0,1,16,182.4676,1326.472227,32
45.33085,0,1,0,0,14,232.624,4708.54891,58
5.123883,1,1,0,0,18,194.9663,1418.327071,30
62.75391,0,1,0,0,12,127.4887,5743.678257,40
48.29494,0,0,1,0,4,107.4806,4197.55311,58
11.38099891,0,0,1,0,11,137.487242,994.6354785,57
67.27889,0,0,1,0,14,232.6707,6139.355865,65
61.91633,1,0,1,0,8,94.97283,5531.341307,58
69.62503,2,1,0,0,12,104.9629,5934.090437,81
6.22226629,2,0,1,0,5,114.972827,717.4300821,74
19.25835701,0,1,0,0,7,152.457857,2623.835938,69
63.66597,0,0,1,0,13,240.1149,5843.100552,19
65.55348,0,1,0,0,11,92.45514,6208.587013,29
25.07759,2,1,0,0,9,235.1591,3076.415699,35
63.05897,2,0,1,0,13,255.1372,5932.37794,20
41.22287,1,1,0,0,15,212.6557,4181.563878,29
4.767276,2,0,1,0,13,147.4564,1045.602146,35
64.98806,1,1,0,0,11,162.4653,6205.696339,53
11.84721,0,0,1,0,15,172.4624,1409.472824,57
63.58391,0,1,0,0,14,130.0064,5604.547333,51
58.86685,1,1,0,0,16,182.4608,5441.933092,26
8.220686373,2,0,0,1,20,117.468591,1312.874964,49
69.06918,1,1,0,0,15,175.1331,6108.111467,75
55.27064,2,1,0,0,9,144.9607,4606.446472,72
13.17784,1,0,1,0,6,179.9794,1407.673878,44
60.98195,0,0,1,0,12,182.4433,5725.421883,80
51.4346,1,0,1,0,11,184.967,4639.026778,63
51.11345,3,0,1,0,6,157.4698,4271.0951,56
9.447103,0,0,1,0,15,152.4952,1149.009681,59
62.18037,1,1,0,0,12,184.9647,5479.036356,77
68.10981,0,0,1,0,9,174.9755,6061.845625,58
11.87278,0,0,1,0,18,107.4958,1464.845197,83
56.56448,2,1,0,0,11,162.4676,5369.680372,82
3.932102,2,0,1,0,13,129.9483,928.1223375,51
6.725815,1,0,1,0,13,182.497,891.9183387,63
69.97639,0,0,1,0,10,204.9634,6188.586368,65
3.364993591,0,1,0,0,19,245.145743,1149.108155,70
10.18679,1,0,1,0,6,210.1051,1923.446501,39
8.154668093,1,0,0,1,7,182.497044,1062.905651,36
10.70349,1,1,0,0,14,184.9715,1196.094746,81
6.396338897,3,1,0,0,9,149.962093,821.4684599,58
57.37611,0,1,0,0,8,149.9447,5341.20171,85
3.328266165,0,0,1,0,10,172.510442,630.0568972,40
68.26818,2,0,1,0,7,192.4567,5965.540287,26
63.8887,1,1,0,0,17,139.9512,6265.689465,20
62.12984,3,0,1,0,9,197.5169,5803.991214,37
49.01677,1,1,0,0,15,119.9897,4249.059682,76
48.83733,0,0,1,0,12,169.9671,4245.418262,83
7.321650003,2,0,1,0,12,112.484375,552.7011071,85
60.87178,0,1,0,0,15,117.4392,5794.294165,31
70.19371,0,0,1,0,11,232.652,6457.18973,84
7.732188,0,0,1,0,12,207.4974,1051.673689,42
3.19677148,0,0,1,0,13,262.610632,831.5573687,65
54.60704,0,0,1,0,11,119.9897,4783.923527,57
47.29134,0,0,1,0,8,214.9663,4276.019791,61
3.365552603,0,1,0,0,10,134.950905,380.0501404,80
56.54849,1,0,1,0,14,192.4567,4972.468459,36
70.24155,2,0,1,0,12,117.4686,6327.154101,52
46.41276,0,0,1,0,12,242.6106,4872.598082,48
5.750643,1,0,1,0,10,117.5015,657.9643336,54
65.01223,0,0,1,0,5,182.447,5833.372426,48
16.92163398,0,1,0,0,15,210.105118,2275.888923,86
4.297488,1,1,0,0,10,212.6415,1402.733623,73
2.993625911,3,0,1,0,17,197.516854,1035.183038,23
65.07643,3,0,1,0,12,162.4538,6013.937985,78
62.09703,0,1,0,0,15,159.9942,5452.509295,78
64.91269,0,0,1,0,12,114.9728,5390.143405,78
62.6698,0,0,1,0,13,182.497,5451.620478,61
50.8022,0,0,1,0,10,129.9598,4815.694058,66
12.77209,2,0,1,0,10,242.6573,1642.269113,83
2.005733,1,0,1,0,11,275.1336,960.0935745,22
3.218751358,3,0,1,0,5,242.628057,951.2972085,80
12.5247,0,0,1,0,11,204.961,1555.075783,19
