Tenure,Contacts,Gender_Male,Gender_Female,Gender_Nonbinary,Email,MonthlyCharge,Bandwidth_GB_Year,Age
57.62165,0,0,1,0,11,162.4538,5473.238444,66
66.58209,2,1,0,0,14,124.9781,5644.111425,61
1.047382039,0,1,0,0,12,144.960655,641.845268,20
3.346632,1,1,0,0,8,92.45514,847.5443814,25
8.016341,2,1,0,0,13,182.4762,1033.144943,69
47.65726,1,0,1,0,12,157.4698,4115.596496,64
5.560793,1,0,1,0,14,162.4608,1246.154559,37
61.95264,1,0,1,0,10,127.4958,5399.959925,27
44.03142,1,0,1,0,12,242.6106,4839.958124,36
65.19543,0,0,1,0,9,127.4601,5932.432985,81
53.96248,2,1,0,0,9,137.4684,4946.910016,22
7.434237932,0,1,0,0,15,194.976769,989.3430051,56
2.600063739,2,0,1,0,12,162.482694,528.6553088,50
17.71637154,1,0,0,1,14,149.959755,1732.013844,43
9.841085026,1,1,0,0,10,197.628838,1495.341126,21
63.36271,2,1,0,0,13,187.6094,6078.982231,58
67.55012,2,1,0,0,11,154.9755,6500.761531,60
50.09295,0,1,0,0,17,137.4836,4941.678785,30
67.86743,0,1,0,0,12,139.9979,5799.405302,77
5.379951,0,0,1,0,11,257.6375,1640.268544,89
2.685677496,1,0,1,0,11,184.978458,669.0040793,38
4.283128,0,0,0,1,7,149.9378,1003.311614,52
60.7425,1,1,0,0,12,157.4836,5241.582205,41
6.783568,0,1,0,0,10,182.4653,1001.378182,69
8.699764172,0,1,0,0,9,157.483594,1087.336893,45
3.847102787,1,0,1,0,12,149.992756,875.8840004,53
1.992846597,0,0,1,0,11,137.469817,718.7685676,38
8.369827,1,1,0,0,16,117.4858,1134.541267,40
56.24607,1,0,1,0,9,149.9447,5441.447547,40
51.59283,2,1,0,0,14,204.9634,4853.919295,27
58.54629,2,0,1,0,8,124.9607,5222.447526,67
4.454344,1,0,1,0,10,162.4538,1069.09373,43
59.46448,2,0,1,0,13,94.97283,5530.990602,25
9.808669685,1,0,1,0,12,182.446995,942.5247889,85
50.49242,0,1,0,0,14,137.4392,4357.294542,65
11.46566243,1,1,0,0,12,120.004928,1549.605718,64
12.00591,0,0,1,0,13,192.4404,1318.124689,57
8.619877,3,0,1,0,13,200.1323,1687.301468,41
70.52668,2,0,1,0,11,164.9853,6717.631884,19
59.71663,1,0,1,0,13,147.4738,4970.688189,89
70.02925,2,1,0,0,15,230.1051,6359.455223,51
61.41766,1,0,1,0,8,172.4404,5876.66853,37
9.984220981,2,1,0,0,9,102.474625,1040.400476,44
17.77264,0,1,0,0,13,139.965,2229.782748,48
66.47928,2,1,0,0,15,149.9483,5831.475339,35
8.867664,0,0,1,0,10,252.6378,1362.782508,42
9.098041235,0,0,1,0,14,172.44408,1177.993259,44
70.66353,0,0,1,0,13,230.1051,6316.470196,75
3.700985,1,1,0,0,17,252.624,924.6142337,55
4.320048,0,0,1,0,12,194.9663,1215.716688,56
6.831686,0,1,0,0,11,232.6415,1491.790762,30
4.431604,0,0,0,1,12,117.472,542.7248776,43
12.63074989,0,0,1,0,11,159.951231,1238.421347,46
54.23761,1,1,0,0,11,139.9678,4865.394915,43
68.18425,1,1,0,0,12,152.4441,6591.238553,57
5.933094,3,0,0,1,12,172.4624,786.1863432,78
10.40161068,1,0,1,0,10,202.636202,1883.962411,52
20.40555252,1,0,0,1,14,242.657291,2422.117328,24
9.553951,0,0,0,1,12,204.961,1063.934914,84
6.128314,0,0,1,0,13,137.4684,909.0225293,25
17.58224,2,1,0,0,11,197.4876,1964.367635,51
66.94354,2,0,1,0,10,92.5018,5597.999017,59
2.213342,0,1,0,0,14,265.147,1018.286618,34
3.810228199,2,1,0,0,9,130.006414,780.2278932,38
9.373591,1,0,1,0,7,220.1185,1315.586731,60
13.31739,0,0,1,0,16,117.4872,1606.689609,73
66.21435,0,0,1,0,12,129.995,5689.932511,55
5.306649,1,0,1,0,10,182.4608,867.400478,67
66.54637,1,0,1,0,15,152.4555,6256.189224,30
3.212400569,1,0,1,0,13,202.443347,769.8534863,31
5.441479864,1,1,0,0,9,232.637807,1700.52331,22
1.723983897,1,1,0,0,13,139.951231,888.9795791,50
61.09569,0,0,1,0,10,252.6378,5591.052659,67
58.62812,0,1,0,0,14,162.4526,5411.328838,36
26.74209,1,0,1,0,15,245.147,3121.880615,89
69.22974,2,0,1,0,8,240.1149,6260.19195,59
55.13723,2,1,0,0,13,137.4872,4676.604059,62
59.14141,0,1,0,0,11,232.6378,5940.651428,52
44.14411,2,0,1,0,17,214.9663,3990.635991,60
5.388165017,1,1,0,0,10,182.446995,764.2419259,54
17.34018575,0,1,0,0,8,235.159141,2196.151925,35
64.9377,1,0,1,0,12,149.9447,6066.547252,29
68.53085,1,1,0,0,12,235.1555,6809.432261,54
60.97847,0,0,1,0,17,219.9902,5480.386537,71
68.4249,1,1,0,0,19,117.4392,6308.988621,44
68.56426,0,0,1,0,9,172.4885,6463.371502,23
9.873648,1,0,0,1,19,159.9476,1582.882748,27
65.26459,1,0,1,0,10,222.6143,6280.796851,69
10.03423,1,0,1,0,7,240.1149,1373.050161,89
5.440398012,0,0,1,0,10,112.484375,589.9932647,36
2.637164,0,1,0,0,12,179.9476,581.3197743,33
69.14122,0,1,0,0,15,197.6288,6291.972267,40
23.59578,0,0,1,0,12,129.9915,2632.143148,58
56.64692,3,0,1,0,10,157.4836,5092.941424,34
3.752354376,0,1,0,0,8,154.991856,1283.103476,20
9.213435,1,0,1,0,11,255.1417,1553.257429,19
6.84336,0,0,1,0,7,137.4698,1184.335827,36
2.92969581,1,1,0,0,21,204.979684,694.7582953,33
58.45672,1,0,1,0,12,139.9512,5467.641304,65
64.87596,3,1,0,0,15,240.1149,5989.298293,19
12.14985,0,0,1,0,14,149.9598,1147.311353,74
8.924108,0,0,1,0,13,230.1344,1504.498094,78
6.796299371,0,0,1,0,17,124.97808,529.40733,83
14.85781115,1,1,0,0,13,130.024412,1445.752781,83
8.808902,1,0,1,0,9,172.4441,1034.993917,71
8.696148,0,0,1,0,12,172.4705,1475.739164,48
8.004483,0,0,1,0,12,265.1283,1422.55591,56
3.896108,0,0,1,0,12,179.9794,729.6672295,47
8.508626757,1,0,1,0,12,129.948316,1449.202089,44
20.00794461,0,0,0,1,13,147.503078,1824.510182,77
54.6947,1,0,1,0,10,212.6415,5546.135558,45
5.792794,0,0,1,0,16,129.9621,1110.224942,76
66.62742,1,1,0,0,17,124.9643,5885.410472,39
3.197618,1,0,1,0,14,160.0013,499.7241703,47
63.07037,0,0,1,0,10,235.1372,6316.02224,20
70.44382,1,1,0,0,10,225.1457,7138.308718,27
58.33853,0,0,1,0,14,207.4754,5714.324105,54
9.586248224,0,0,1,0,11,149.937833,1554.416773,27
1.764563,2,0,1,0,9,192.4705,602.3082109,62
6.453124,0,0,1,0,14,149.9621,792.1819969,54
20.10599,0,1,0,0,18,187.6094,2595.464531,77
60.1501,0,0,1,0,5,140.0013,5758.657128,30
2.548892,0,1,0,0,14,190.127,1236.080387,57
70.23949,1,1,0,0,12,172.4624,6484.787518,39
4.066766,0,0,1,0,12,162.4833,1241.877666,57
2.605757,0,1,0,0,13,172.4733,624.0528147,87
7.882710227,1,0,1,0,11,127.442069,1244.709018,69
19.9897,0,1,0,0,16,200.1185,2705.01162,42
10.00949,0,1,0,0,14,139.9816,1236.291583,88
59.71984,1,1,0,0,12,149.9707,5322.807337,59
44.21572,1,1,0,0,12,262.6106,4222.497317,89
56.24334,0,0,1,0,12,184.9963,5168.014204,25
5.156329151,2,0,1,0,14,112.455141,465.2586783,45
3.195246168,2,1,0,0,12,144.960655,426.0222677,55
1.87055247,2,0,1,0,15,157.483594,278.9942907,77
68.22138,2,0,1,0,4,152.5022,6097.873428,20
67.26256,1,1,0,0,19,187.4811,6536.760755,45
24.79814,1,0,1,0,7,104.9923,2334.936502,36
55.93837,0,0,1,0,5,114.9509,5085.811636,69
6.971587,1,1,0,0,9,207.6094,1090.821866,44
48.56433,2,1,0,0,12,194.9525,4807.120751,48
14.09379,0,0,0,1,12,169.9447,1439.393149,41
7.644184483,1,1,0,0,17,162.460772,1461.63461,86
4.486607929,1,1,0,0,16,187.484705,1088.786574,38
3.794103,1,1,0,0,11,92.5018,346.0280123,89
15.43828,0,0,0,1,12,162.4937,1622.823317,43
18.05033087,1,0,1,0,8,92.455141,2020.504216,19
37.45999,1,0,1,0,12,210.1051,4019.898568,53
3.944467,1,0,1,0,14,220.1149,1261.505669,50
51.58987,0,0,1,0,10,194.9699,4608.506607,37
66.98322,0,1,0,0,9,172.5104,5922.812261,51
4.278907,0,1,0,0,11,117.4835,822.5599233,39
68.86725,0,1,0,0,15,137.4392,6014.982252,28
56.95876,1,1,0,0,13,235.1555,5845.571509,40
59.59391,1,1,0,0,15,172.4848,5311.784514,84
69.82129,1,0,1,0,13,162.497,6637.249892,23
18.16755,0,1,0,0,11,137.4698,1938.215738,86
9.630236452,3,1,0,0,15,187.642236,1329.382263,39
67.53496,0,0,1,0,12,222.6143,6580.30162,25
46.2718,2,0,1,0,15,169.9378,4047.773653,76
56.20194,0,0,1,0,11,149.9621,4923.50439,56
59.64017,1,1,0,0,8,182.4653,5294.992478,71
4.098818,2,0,1,0,17,184.961,1132.634807,54
52.99707,1,0,0,1,14,119.9568,4934.319062,65
64.61898,1,0,1,0,10,129.9763,5623.819353,69
59.003,1,0,1,0,12,147.4421,5105.145541,43
71.82981,1,0,1,0,14,177.4945,6873.906816,24
57.38041,1,0,1,0,13,207.4974,5141.242839,73
66.41154,0,0,1,0,9,192.4885,5872.762953,42
16.53244292,1,1,0,0,14,147.442069,1727.882293,18
9.584536,0,0,1,0,17,149.9776,984.1544122,71
4.648958177,0,1,0,0,12,162.511928,894.6733856,46
8.74736,1,0,1,0,15,162.4526,1209.751161,19
24.09793,0,0,1,0,16,142.4855,2427.967505,23
23.11577242,0,1,0,0,13,175.133074,2454.262177,41
11.38939562,0,1,0,0,14,242.632554,1499.600891,84
15.59169,3,0,1,0,9,162.4937,1678.565511,31
10.11079,2,1,0,0,5,147.4893,1010.291341,89
44.92195,1,0,1,0,13,129.9763,4179.651284,36
7.176700824,1,1,0,0,11,124.964303,649.8383392,75
64.20551,1,0,1,0,10,160.0122,5581.981954,38
58.43587,0,0,1,0,12,149.9598,5098.53904,35
3.797689495,1,0,1,0,13,200.132293,1304.571599,56
63.26277,0,1,0,0,11,172.4555,5967.054532,29
54.62225,1,0,1,0,12,104.9629,4828.23036,29
65.26702,2,1,0,0,13,162.4526,5757.310478,87
7.930205,0,1,0,0,13,197.4725,1708.507227,32
22.30566,1,1,0,0,13,182.4538,2313.442726,26
13.63369,1,0,1,0,14,214.9663,1554.801608,78
56.8397,2,0,1,0,14,172.4705,5450.025503,39
11.16847385,1,0,1,0,10,159.947583,1599.727567,46
64.94288,2,1,0,0,10,139.9568,5539.851767,79
8.279774899,0,1,0,0,13,142.500692,1571.814704,72
68.87727,0,0,1,0,12,184.9785,6139.778068,33
2.779431223,1,0,1,0,12,112.455141,242.9947554,44
71.19605,2,1,0,0,12,182.447,6126.890285,63
13.24052,2,0,1,0,10,159.9349,1389.232023,63
11.08306586,0,1,0,0,12,127.495766,1224.30253,45
3.1741,3,0,1,0,12,169.9447,462.4081269,78
20.89442,1,0,1,0,9,220.1615,2210.526102,84
7.944389,0,1,0,0,7,212.6557,1237.129631,86
53.77192,0,1,0,0,14,154.9755,5484.556598,35
6.086525665,2,1,0,0,14,139.99789,840.1259162,55
55.09556,0,0,1,0,13,127.4586,4717.831195,75
4.154665,1,0,1,0,17,127.475,412.7637414,86
2.362663,1,0,1,0,11,112.4551,254.7465501,30
4.459961,1,1,0,0,11,127.5112,545.6056589,65
10.404813,1,0,1,0,7,222.649979,1556.108789,60
64.01003,0,1,0,0,14,142.4713,6068.222536,25
9.042296,1,1,0,0,13,184.9496,1852.013833,37
61.079,2,0,1,0,12,240.1149,5525.488035,70
66.2578,0,0,1,0,10,119.9568,6076.32804,60
9.740709475,3,1,0,0,12,190.173699,1514.131966,33
5.606293,1,1,0,0,12,124.9607,1193.722344,26
8.599092,1,0,1,0,7,127.5067,981.9916887,20
5.822867455,1,0,1,0,12,197.628838,1084.807286,69
4.561449,1,1,0,0,12,182.497,893.9429985,24
5.599131,0,1,0,0,13,137.4616,721.4679959,71
14.14101821,1,1,0,0,15,270.160419,2335.130986,80
51.43424,0,0,1,0,9,169.9447,4422.020076,67
28.06447,0,0,1,0,4,169.9671,2722.383309,19
3.109148,1,1,0,0,11,194.9699,581.9611419,88
43.18342,1,1,0,0,11,117.4858,4022.432118,48
4.313377262,0,0,1,0,11,149.984492,824.8053885,27
63.20353,0,0,1,0,10,139.9512,5699.383058,66
24.34252,0,1,0,0,9,202.6362,3276.40737,37
66.82584,0,1,0,0,12,245.147,6422.525635,89
64.56029,0,0,1,0,6,222.6654,5989.347785,21
2.38395716,1,1,0,0,14,222.628057,1176.40624,84
18.58829,2,0,1,0,11,222.6362,2192.448535,27
58.70772,1,0,1,0,8,139.9349,5543.326997,49
60.99804,1,1,0,0,13,235.1591,5876.124132,60
58.4866,0,0,1,0,10,240.1149,5277.732479,62
62.42321,0,0,1,0,10,169.9378,5335.845074,68
70.634,0,1,0,0,18,147.4601,6104.035524,26
58.09895,1,1,0,0,10,139.9349,5698.426541,29
48.61807,1,0,1,0,8,207.6094,4443.076355,48
66.78484,0,0,1,0,16,114.9509,6024.452028,35
71.25102,1,1,0,0,15,172.4579,6515.85714,27
10.03914,0,1,0,0,16,124.9935,896.0387666,84
2.581692044,1,0,1,0,11,134.950905,345.0099528,46
2.313262,0,1,0,0,16,127.4601,864.4642177,24
3.765838,0,0,1,0,12,137.4686,494.8412692,81
62.8566,0,0,1,0,10,197.6288,5770.590829,37
59.47664,2,0,1,0,9,190.127,5919.136057,37
2.198687,1,0,0,1,10,172.4624,410.7935286,71
21.45305,1,0,1,0,11,162.5299,2110.79392,70
1.068799086,1,1,0,0,12,172.487091,504.9814106,72
10.57261422,0,0,1,0,17,162.482694,1243.478237,50
3.657847,1,0,1,0,9,197.6288,978.0906718,85
2.353582,0,0,1,0,10,169.9928,338.0121063,63
65.26684,1,1,0,0,3,159.9349,5686.820908,48
51.36891,1,0,1,0,11,144.9607,4429.96209,22
65.33592,2,1,0,0,11,139.9979,5747.351224,39
49.22913,1,0,1,0,12,265.147,4794.822207,24
46.30752,1,0,1,0,5,127.475,3866.67814,86
61.60654,2,1,0,0,11,149.9483,5311.628616,53
9.553290527,2,1,0,0,20,245.145743,1599.874839,59
1.13143,0,1,0,0,11,207.4811,730.8534585,37
1.280324,2,1,0,0,14,139.9568,436.2297665,54
64.33856,0,0,1,0,11,172.4848,5540.302436,89
5.141927,1,0,1,0,15,182.497,708.4028154,70
13.08606275,0,1,0,0,15,222.649979,1945.444997,32
9.349363,2,1,0,0,12,222.65,1512.125761,52
71.4622,1,0,1,0,10,172.5104,6104.609294,73
2.343134,1,1,0,0,13,192.4404,625.8895244,41
1.915736733,2,0,1,0,12,119.989722,587.0970427,39
4.106981469,1,0,1,0,7,129.977753,1239.519501,18
59.05164,3,0,1,0,13,255.1665,5701.481448,31
65.60287,0,1,0,0,9,149.9928,6147.448121,23
7.674186,1,0,1,0,9,162.4937,924.1809843,82
58.67524,2,1,0,0,12,194.9525,5616.467158,82
64.82387,0,1,0,0,10,212.6415,6265.224971,65
62.20987,1,1,0,0,11,162.4676,5815.857846,87
61.11318,1,1,0,0,6,132.466,5640.593251,80
59.99904,2,0,1,0,15,255.1198,5885.235129,80
8.373701,0,1,0,0,12,222.6792,1362.599478,67
53.4492,0,0,1,0,18,242.6106,5455.706117,46
54.97349,1,0,1,0,14,137.4684,4892.895989,40
64.01652,3,1,0,0,13,255.1555,6110.01152,19
48.38433,0,1,0,0,13,222.6326,4985.725486,62
62.82563,2,1,0,0,13,147.4738,5718.653054,20
69.83346,3,1,0,0,12,174.9755,6166.889012,74
60.7205,3,0,1,0,14,144.9889,5838.500288,59
1.67735795,0,0,1,0,11,159.951231,432.0011277,37
8.951793883,1,1,0,0,12,104.964303,1404.773397,34
2.849622074,0,0,1,0,17,194.976769,592.8646912,48
4.676474348,1,0,1,0,11,187.609354,1396.347808,24
43.00021,0,1,0,0,11,147.4421,3788.951502,79
60.93141,2,0,1,0,14,139.9512,5639.075466,37
8.342325,0,1,0,0,12,114.9509,1377.652033,45
13.73012915,1,1,0,0,10,204.961033,1771.472597,27
63.66258,1,1,0,0,8,235.1372,6396.483969,34
71.20051,0,0,1,0,8,235.1591,6397.088048,76
